,time,y_true,y_pred
85,2011-05-11 07:25:30,7.0,3.5419981
86,2011-05-11 07:25:34,7.0,3.5419981
87,2011-05-11 07:25:37,7.0,3.5419981
88,2011-05-11 07:25:40,7.0,3.5419981
89,2011-05-11 07:25:44,7.0,3.5419981
90,2011-05-11 07:25:47,6.0,3.5419981
91,2011-05-11 07:25:51,7.0,3.5419981
92,2011-05-11 07:25:54,7.0,3.5419981
93,2011-05-11 07:25:58,7.0,3.5419981
94,2011-05-11 07:26:01,7.0,3.5419981
95,2011-05-11 07:26:04,7.0,3.5419981
96,2011-05-11 07:26:08,7.0,3.5419981
97,2011-05-11 07:26:17,7.0,3.5419981
98,2011-05-11 07:26:20,7.0,3.5419981
99,2011-05-11 07:26:24,7.0,3.5419981
100,2011-05-11 07:26:27,7.0,3.5419981
101,2011-05-11 07:26:30,7.0,3.5419981
102,2011-05-11 07:26:34,7.0,3.5419981
103,2011-05-11 07:26:37,7.0,3.5419981
104,2011-05-11 07:26:41,7.0,3.5419981
105,2011-05-11 07:26:44,7.0,3.5419981
106,2011-05-11 07:26:48,7.0,3.5419981
107,2011-05-11 07:26:51,7.0,3.5419981
108,2011-05-11 07:26:55,7.0,3.5419981
109,2011-05-11 07:26:58,7.0,3.5419981
110,2011-05-11 07:27:01,7.0,3.5419981
111,2011-05-11 07:27:05,7.0,3.5419981
112,2011-05-11 07:27:08,6.0,3.5419981
113,2011-05-11 07:27:17,7.0,3.5419981
114,2011-05-11 07:27:21,7.0,3.5419981
115,2011-05-11 07:27:24,7.0,3.5419981
116,2011-05-11 07:27:28,7.0,3.5419981
117,2011-05-11 07:27:31,7.0,3.5419981
118,2011-05-11 07:27:34,6.0,3.5419981
119,2011-05-11 07:27:38,7.0,3.5419981
120,2011-05-11 07:27:41,7.0,3.5419981
121,2011-05-11 07:27:45,7.0,3.5419981
122,2011-05-11 07:27:48,7.0,3.5419981
123,2011-05-11 07:27:52,7.0,3.5419981
124,2011-05-11 07:27:55,7.0,3.5419981
125,2011-05-11 07:27:59,7.0,3.5419981
126,2011-05-11 07:28:02,7.0,3.5419981
127,2011-05-11 07:28:06,7.0,3.5419981
128,2011-05-11 07:28:09,7.0,3.5419981
129,2011-05-11 07:28:18,7.0,3.5419981
130,2011-05-11 07:28:21,7.0,3.5419981
131,2011-05-11 07:28:25,7.0,3.5419981
132,2011-05-11 07:28:28,7.0,3.5419981
133,2011-05-11 07:28:32,7.0,3.5419981
134,2011-05-11 07:28:35,7.0,3.5419981
135,2011-05-11 07:28:38,7.0,3.5419981
136,2011-05-11 07:28:42,7.0,3.5419981
137,2011-05-11 07:28:45,7.0,3.5419981
138,2011-05-11 07:28:49,7.0,3.5419981
139,2011-05-11 07:28:52,7.0,3.5419981
140,2011-05-11 07:28:56,7.0,3.5419981
141,2011-05-11 07:28:59,7.0,3.5419981
142,2011-05-11 07:29:03,6.0,3.5419981
143,2011-05-11 07:29:06,7.0,3.5419981
144,2011-05-11 07:29:10,7.0,3.5419981
145,2011-05-11 07:29:18,7.0,3.5419981
146,2011-05-11 07:29:22,7.0,3.5419981
147,2011-05-11 07:29:25,6.0,3.5419981
148,2011-05-11 07:29:29,7.0,3.5419981
149,2011-05-11 07:29:32,7.0,3.5419981
150,2011-05-11 07:29:36,7.0,3.5419981
151,2011-05-11 07:29:39,7.0,3.5419981
152,2011-05-11 07:29:42,7.0,3.5419981
153,2011-05-11 07:29:46,7.0,3.5419981
154,2011-05-11 07:29:49,7.0,3.5419981
155,2011-05-11 07:29:53,7.0,3.5419981
156,2011-05-11 07:29:56,7.0,3.5419981
157,2011-05-11 07:30:00,7.0,3.5419981
158,2011-05-11 07:30:03,7.0,3.5419981
159,2011-05-11 07:30:07,7.0,3.5419981
160,2011-05-11 07:30:10,6.0,3.5419981
161,2011-05-11 07:30:19,7.0,3.5419981
162,2011-05-11 07:30:22,7.0,3.5419981
163,2011-05-11 07:30:26,7.0,3.5419981
164,2011-05-11 07:30:29,7.0,3.5419981
165,2011-05-11 07:30:33,7.0,3.5419981
166,2011-05-11 07:30:36,7.0,3.5419981
167,2011-05-11 07:30:39,7.0,3.5419981
168,2011-05-11 07:30:43,6.0,3.5419981
169,2011-05-11 07:30:46,7.0,3.5419981
170,2011-05-11 07:30:50,7.0,3.5419981
171,2011-05-11 07:30:53,7.0,3.5419981
172,2011-05-11 07:30:57,7.0,3.5419981
173,2011-05-11 07:31:00,7.0,3.5419981
174,2011-05-11 07:31:03,7.0,3.5419981
175,2011-05-11 07:31:07,7.0,3.5419981
176,2011-05-11 07:31:16,7.0,3.5419981
177,2011-05-11 07:31:19,7.0,3.5419981
178,2011-05-11 07:31:23,7.0,3.5419981
179,2011-05-11 07:31:26,7.0,3.5419981
180,2011-05-11 07:31:29,7.0,3.5419981
181,2011-05-11 07:31:33,7.0,3.5419981
182,2011-05-11 07:31:36,7.0,3.5419981
183,2011-05-11 07:31:40,7.0,3.5419981
184,2011-05-11 07:31:43,7.0,3.5419981
185,2011-05-11 07:31:47,7.0,3.5419981
186,2011-05-11 07:31:50,7.0,3.5419981
187,2011-05-11 07:31:54,7.0,3.5419981
188,2011-05-11 07:31:57,7.0,3.5419981
189,2011-05-11 07:32:01,7.0,3.5419981
190,2011-05-11 07:32:04,7.0,3.5419981
191,2011-05-11 07:32:08,6.0,3.5419981
192,2011-05-11 07:32:16,7.0,3.5419981
193,2011-05-11 07:32:20,7.0,3.5419981
194,2011-05-11 07:32:23,7.0,3.5419981
195,2011-05-11 07:32:27,7.0,3.5419981
196,2011-05-11 07:32:30,7.0,3.5419981
197,2011-05-11 07:32:34,6.0,3.5419981
198,2011-05-11 07:32:37,7.0,3.5419981
199,2011-05-11 07:32:40,7.0,3.5419981
200,2011-05-11 07:32:44,7.0,3.5419981
201,2011-05-11 07:32:47,7.0,3.5419981
202,2011-05-11 07:32:51,7.0,3.5419981
203,2011-05-11 07:32:54,7.0,3.5419981
204,2011-05-11 07:32:58,7.0,3.5419981
205,2011-05-11 07:33:01,7.0,3.5419981
206,2011-05-11 07:33:05,7.0,3.5419981
207,2011-05-11 07:33:08,7.0,3.5419981
208,2011-05-11 07:33:17,7.0,3.5419981
209,2011-05-11 07:33:21,7.0,3.5419981
210,2011-05-11 07:33:24,6.0,3.5419981
211,2011-05-11 07:33:28,7.0,3.5419981
212,2011-05-11 07:33:31,7.0,3.5419981
213,2011-05-11 07:33:34,7.0,3.5419981
214,2011-05-11 07:33:38,7.0,3.5419981
215,2011-05-11 07:33:41,7.0,3.5419981
216,2011-05-11 07:33:45,7.0,3.5419981
217,2011-05-11 07:33:48,7.0,3.5419981
218,2011-05-11 07:33:52,6.0,3.5419981
219,2011-05-11 07:33:55,7.0,3.5419981
220,2011-05-11 07:33:59,7.0,3.5419981
221,2011-05-11 07:34:02,7.0,3.5419981
222,2011-05-11 07:34:05,7.0,3.5419981
223,2011-05-11 07:34:09,7.0,3.5419981
224,2011-05-11 07:34:18,7.0,3.5419981
225,2011-05-11 07:34:21,7.0,3.5419981
226,2011-05-11 07:34:25,7.0,3.5419981
227,2011-05-11 07:34:28,7.0,3.5419981
228,2011-05-11 07:34:31,7.0,3.5419981
229,2011-05-11 07:34:35,7.0,3.5419981
230,2011-05-11 07:34:38,7.0,3.5419981
231,2011-05-11 07:34:42,7.0,3.5419981
232,2011-05-11 07:34:45,7.0,3.5419981
233,2011-05-11 07:34:48,7.0,3.5419981
234,2011-05-11 07:34:52,6.0,3.5419981
235,2011-05-11 07:34:55,7.0,3.5419981
236,2011-05-11 07:34:59,7.0,3.5419981
237,2011-05-11 07:35:02,7.0,3.5419981
238,2011-05-11 07:35:06,7.0,3.5419981
239,2011-05-11 07:35:09,7.0,3.5419981
240,2011-05-11 07:35:18,7.0,3.5419981
241,2011-05-11 07:35:22,6.0,3.5419981
242,2011-05-11 07:35:25,7.0,3.5419981
243,2011-05-11 07:35:29,7.0,3.5419981
244,2011-05-11 07:35:32,7.0,3.5419981
245,2011-05-11 07:35:35,7.0,3.5419981
246,2011-05-11 07:35:39,6.0,3.5419981
247,2011-05-11 07:35:42,7.0,3.5419981
248,2011-05-11 07:35:46,7.0,3.5419981
249,2011-05-11 07:35:49,6.0,3.5419981
250,2011-05-11 07:35:53,7.0,3.5419981
251,2011-05-11 07:35:56,6.0,3.5419981
252,2011-05-11 07:36:00,7.0,3.5419981
253,2011-05-11 07:36:03,7.0,3.5419981
254,2011-05-11 07:36:07,7.0,3.5419981
255,2011-05-11 07:36:10,7.0,3.5419981
256,2011-05-11 07:36:19,7.0,3.5419981
257,2011-05-11 07:36:23,7.0,3.5419981
258,2011-05-11 07:36:26,7.0,3.5419981
259,2011-05-11 07:36:30,7.0,3.5419981
260,2011-05-11 07:36:33,7.0,3.5419981
261,2011-05-11 07:36:36,7.0,3.5419981
262,2011-05-11 07:36:40,7.0,3.5419981
263,2011-05-11 07:36:43,7.0,3.5419981
264,2011-05-11 07:36:47,7.0,3.5419981
265,2011-05-11 07:36:50,7.0,3.5419981
266,2011-05-11 07:36:54,7.0,3.5419981
267,2011-05-11 07:36:57,7.0,3.5419981
268,2011-05-11 07:37:00,7.0,3.5419981
269,2011-05-11 07:37:04,7.0,3.5419981
270,2011-05-11 07:37:07,7.0,3.5419981
271,2011-05-11 07:37:16,7.0,3.5419981
272,2011-05-11 07:37:20,7.0,3.5419981
273,2011-05-11 07:37:23,7.0,3.5419981
274,2011-05-11 07:37:27,7.0,3.5419981
275,2011-05-11 07:37:30,6.0,3.5419981
276,2011-05-11 07:37:34,7.0,3.5419981
277,2011-05-11 07:37:37,7.0,3.5419981
278,2011-05-11 07:37:41,7.0,3.5419981
279,2011-05-11 07:37:44,7.0,3.5419981
280,2011-05-11 07:37:48,7.0,3.5419981
281,2011-05-11 07:37:51,7.0,3.5419981
282,2011-05-11 07:37:54,7.0,3.5419981
283,2011-05-11 07:37:58,7.0,3.5419981
284,2011-05-11 07:38:01,7.0,3.5419981
285,2011-05-11 07:38:05,6.0,3.5419981
286,2011-05-11 07:38:08,7.0,3.5419981
287,2011-05-11 07:38:17,7.0,3.5419981
288,2011-05-11 07:38:21,7.0,3.5419981
289,2011-05-11 07:38:24,7.0,3.5419981
290,2011-05-11 07:38:28,7.0,3.5419981
291,2011-05-11 07:38:31,7.0,3.5419981
292,2011-05-11 07:38:34,7.0,3.5419981
293,2011-05-11 07:38:38,7.0,3.5419981
294,2011-05-11 07:38:41,7.0,3.5419981
295,2011-05-11 07:38:45,7.0,3.5419981
296,2011-05-11 07:38:48,7.0,3.5419981
297,2011-05-11 07:38:52,7.0,3.5419981
298,2011-05-11 07:38:55,7.0,3.5419981
299,2011-05-11 07:38:59,7.0,3.5419981
300,2011-05-11 07:39:02,7.0,3.5419981
301,2011-05-11 07:39:06,7.0,3.5419981
302,2011-05-11 07:39:09,7.0,3.5419981
303,2011-05-11 07:39:18,7.0,3.5419981
304,2011-05-11 07:39:21,7.0,3.5419981
305,2011-05-11 07:39:25,7.0,3.5419981
306,2011-05-11 07:39:28,7.0,3.5419981
307,2011-05-11 07:39:32,7.0,3.5419981
308,2011-05-11 07:39:35,7.0,3.5419981
309,2011-05-11 07:39:39,7.0,3.5419981
310,2011-05-11 07:39:42,7.0,3.5419981
311,2011-05-11 07:39:46,7.0,3.5419981
312,2011-05-11 07:39:49,7.0,3.5419981
313,2011-05-11 07:39:52,6.0,3.5419981
314,2011-05-11 07:39:56,7.0,3.5419981
315,2011-05-11 07:39:59,7.0,3.5419981
316,2011-05-11 07:40:03,6.0,3.5419981
317,2011-05-11 07:40:06,7.0,3.5419981
318,2011-05-11 07:40:10,7.0,3.5419981
319,2011-05-11 07:40:18,7.0,3.5419981
320,2011-05-11 07:40:22,7.0,3.5419981
321,2011-05-11 07:40:25,7.0,3.5419981
322,2011-05-11 07:40:29,7.0,3.5419981
323,2011-05-11 07:40:32,7.0,3.5419981
324,2011-05-11 07:40:36,7.0,3.5419981
325,2011-05-11 07:40:39,7.0,3.5419981
326,2011-05-11 07:40:43,7.0,3.5419981
327,2011-05-11 07:40:46,7.0,3.5419981
328,2011-05-11 07:40:49,6.0,3.5419981
329,2011-05-11 07:40:53,7.0,3.5419981
330,2011-05-11 07:40:56,6.0,3.5419981
331,2011-05-11 07:41:00,7.0,3.5419981
332,2011-05-11 07:41:03,7.0,3.5419981
333,2011-05-11 07:41:07,7.0,3.5419981
334,2011-05-11 07:41:10,7.0,3.5419981
335,2011-05-11 07:41:19,7.0,3.5419981
336,2011-05-11 07:41:22,7.0,3.5419981
337,2011-05-11 07:41:26,7.0,3.5419981
338,2011-05-11 07:41:29,6.0,3.5419981
339,2011-05-11 07:41:33,7.0,3.5419981
340,2011-05-11 07:41:36,7.0,3.5419981
341,2011-05-11 07:41:40,7.0,3.5419981
342,2011-05-11 07:41:43,7.0,3.5419981
343,2011-05-11 07:41:47,7.0,3.5419981
344,2011-05-11 07:41:50,7.0,3.5419981
345,2011-05-11 07:41:53,7.0,3.5419981
346,2011-05-11 07:41:57,7.0,3.5419981
347,2011-05-11 07:42:01,7.0,3.5419981
348,2011-05-11 07:42:04,7.0,3.5419981
349,2011-05-11 07:42:07,7.0,3.5419981
350,2011-05-11 07:42:16,7.0,3.5419981
351,2011-05-11 07:42:20,7.0,3.5419981
352,2011-05-11 07:42:23,7.0,3.5419981
353,2011-05-11 07:42:27,7.0,3.5419981
354,2011-05-11 07:42:30,7.0,3.5419981
355,2011-05-11 07:42:33,6.0,3.5419981
356,2011-05-11 07:42:37,7.0,3.5419981
357,2011-05-11 07:42:40,7.0,3.5419981
358,2011-05-11 07:42:44,7.0,3.5419981
359,2011-05-11 07:42:47,7.0,3.5419981
360,2011-05-11 07:42:51,7.0,3.5419981
361,2011-05-11 07:42:54,7.0,3.5419981
362,2011-05-11 07:42:57,7.0,3.5419981
363,2011-05-11 07:43:01,7.0,3.5419981
364,2011-05-11 07:43:04,7.0,3.5419981
365,2011-05-11 07:43:08,7.0,3.5419981
366,2011-05-11 07:43:17,7.0,3.5419981
367,2011-05-11 07:43:20,7.0,3.5419981
368,2011-05-11 07:43:23,7.0,3.5419981
369,2011-05-11 07:43:27,7.0,3.5419981
370,2011-05-11 07:43:30,6.0,3.5419981
371,2011-05-11 07:43:34,7.0,3.5419981
372,2011-05-11 07:43:37,7.0,3.5419981
373,2011-05-11 07:43:41,7.0,3.5419981
374,2011-05-11 07:43:44,7.0,3.5419981
375,2011-05-11 07:43:48,7.0,3.5419981
376,2011-05-11 07:43:51,7.0,3.5419981
377,2011-05-11 07:43:55,7.0,3.5419981
378,2011-05-11 07:43:58,7.0,3.5419981
379,2011-05-11 07:44:02,7.0,3.5419981
380,2011-05-11 07:44:05,7.0,3.5419981
381,2011-05-11 07:44:08,7.0,3.5419981
382,2011-05-11 07:44:17,7.0,3.5419981
383,2011-05-11 07:44:21,7.0,3.5419981
384,2011-05-11 07:44:24,7.0,3.5419981
385,2011-05-11 07:44:28,6.0,3.5419981
386,2011-05-11 07:44:31,7.0,3.5419981
387,2011-05-11 07:44:34,7.0,3.5419981
388,2011-05-11 07:44:38,7.0,3.5419981
389,2011-05-11 07:44:41,7.0,3.5419981
390,2011-05-11 07:44:45,7.0,3.5419981
391,2011-05-11 07:44:48,7.0,3.5419981
392,2011-05-11 07:44:52,7.0,3.5419981
393,2011-05-11 07:44:55,7.0,3.5419981
394,2011-05-11 07:44:59,7.0,3.5419981
395,2011-05-11 07:45:02,6.0,3.5419981
396,2011-05-11 07:45:06,7.0,3.5419981
397,2011-05-11 07:45:09,7.0,3.5419981
398,2011-05-11 07:45:18,7.0,3.5419981
399,2011-05-11 07:45:21,6.0,3.5419981
400,2011-05-11 07:45:25,7.0,3.5419981
401,2011-05-11 07:45:28,7.0,3.5419981
402,2011-05-11 07:45:32,6.0,3.5419981
403,2011-05-11 07:45:35,6.0,3.5419981
404,2011-05-11 07:45:38,7.0,3.5419981
405,2011-05-11 07:45:42,7.0,3.5419981
406,2011-05-11 07:45:45,6.0,3.5419981
407,2011-05-11 07:45:49,7.0,3.5419981
408,2011-05-11 07:45:52,7.0,3.5419981
409,2011-05-11 07:45:56,7.0,3.5419981
410,2011-05-11 07:45:59,7.0,3.5419981
411,2011-05-11 07:46:03,7.0,3.5419981
412,2011-05-11 07:46:06,7.0,3.5419981
413,2011-05-11 07:46:10,7.0,3.5419981
414,2011-05-11 07:46:19,7.0,3.5419981
415,2011-05-11 07:46:22,7.0,3.5419981
416,2011-05-11 07:46:25,6.0,3.5419981
417,2011-05-11 07:46:29,7.0,3.5419981
418,2011-05-11 07:46:32,7.0,3.5419981
419,2011-05-11 07:46:36,7.0,3.5419981
420,2011-05-11 07:46:39,7.0,3.5419981
421,2011-05-11 07:46:43,7.0,3.5419981
422,2011-05-11 07:46:46,7.0,3.5419981
423,2011-05-11 07:46:50,7.0,3.5419981
424,2011-05-11 07:46:53,7.0,3.5419981
425,2011-05-11 07:46:57,6.0,3.5419981
426,2011-05-11 07:47:00,6.0,3.5419981
427,2011-05-11 07:47:03,7.0,3.5419981
428,2011-05-11 07:47:07,6.0,3.5419981
429,2011-05-11 07:47:10,7.0,3.5419981
430,2011-05-11 07:47:19,7.0,3.5419981
431,2011-05-11 07:47:22,7.0,3.5419981
432,2011-05-11 07:47:26,6.0,3.5419981
433,2011-05-11 07:47:29,7.0,3.5419981
434,2011-05-11 07:47:33,6.0,3.5419981
435,2011-05-11 07:47:36,7.0,3.5419981
436,2011-05-11 07:47:40,7.0,3.5419981
437,2011-05-11 07:47:43,7.0,3.5419981
438,2011-05-11 07:47:47,7.0,3.5419981
439,2011-05-11 07:47:50,6.0,3.5419981
440,2011-05-11 07:47:53,7.0,3.5419981
441,2011-05-11 07:47:57,7.0,3.5419981
442,2011-05-11 07:48:00,7.0,3.5419981
443,2011-05-11 07:48:04,7.0,3.5419981
444,2011-05-11 07:48:07,7.0,3.5419981
445,2011-05-11 07:48:16,7.0,3.5419981
446,2011-05-11 07:48:19,7.0,3.5419981
447,2011-05-11 07:48:23,7.0,3.5419981
448,2011-05-11 07:48:26,7.0,3.5419981
449,2011-05-11 07:48:30,7.0,3.5419981
450,2011-05-11 07:48:33,7.0,3.5419981
451,2011-05-11 07:48:37,7.0,3.5419981
452,2011-05-11 07:48:40,7.0,3.5419981
453,2011-05-11 07:48:44,7.0,3.5419981
454,2011-05-11 07:48:47,7.0,3.5419981
455,2011-05-11 07:48:50,7.0,3.5419981
456,2011-05-11 07:48:54,6.0,3.5419981
457,2011-05-11 07:48:57,6.0,3.5419981
458,2011-05-11 07:49:01,7.0,3.5419981
459,2011-05-11 07:49:04,7.0,3.5419981
460,2011-05-11 07:49:08,7.0,3.5419981
461,2011-05-11 07:49:17,7.0,3.5419981
462,2011-05-11 07:49:20,7.0,3.5419981
463,2011-05-11 07:49:24,7.0,3.5419981
464,2011-05-11 07:49:27,7.0,3.5419981
465,2011-05-11 07:49:31,7.0,3.5419981
466,2011-05-11 07:49:34,7.0,3.5419981
467,2011-05-11 07:49:38,7.0,3.5419981
468,2011-05-11 07:49:41,7.0,3.5419981
469,2011-05-11 07:49:45,7.0,3.5419981
470,2011-05-11 07:49:48,7.0,3.5419981
471,2011-05-11 07:49:52,7.0,3.5419981
472,2011-05-11 07:49:55,7.0,3.5419981
473,2011-05-11 07:49:59,7.0,3.5419981
474,2011-05-11 07:50:02,7.0,3.5419981
475,2011-05-11 07:50:05,7.0,3.5419981
476,2011-05-11 07:50:09,7.0,3.5419981
477,2011-05-11 07:50:18,7.0,3.5419981
478,2011-05-11 07:50:21,7.0,3.5419981
479,2011-05-11 07:50:25,7.0,3.5419981
480,2011-05-11 07:50:28,7.0,3.5419981
481,2011-05-11 07:50:32,7.0,3.5419981
482,2011-05-11 07:50:35,7.0,3.5419981
483,2011-05-11 07:50:38,7.0,3.5419981
484,2011-05-11 07:50:42,7.0,3.5419981
485,2011-05-11 07:50:45,7.0,3.5419981
486,2011-05-11 07:50:49,7.0,3.5419981
487,2011-05-11 07:50:52,7.0,3.5419981
488,2011-05-11 07:50:56,7.0,3.5419981
489,2011-05-11 07:50:59,7.0,3.5419981
490,2011-05-11 07:51:03,7.0,3.5419981
491,2011-05-11 07:51:06,7.0,3.5419981
492,2011-05-11 07:51:09,7.0,3.5419981
493,2011-05-11 07:51:18,7.0,3.5419981
494,2011-05-11 07:51:22,7.0,3.5419981
495,2011-05-11 07:51:25,7.0,3.5419981
496,2011-05-11 07:51:29,7.0,3.5419981
497,2011-05-11 07:51:32,7.0,3.5419981
498,2011-05-11 07:51:35,7.0,3.5419981
499,2011-05-11 07:51:39,7.0,3.5419981
500,2011-05-11 07:51:42,7.0,3.5419981
501,2011-05-11 07:51:46,7.0,3.5419981
502,2011-05-11 07:51:49,7.0,3.5419981
503,2011-05-11 07:51:53,7.0,3.5419981
504,2011-05-11 07:51:56,7.0,3.5419981
505,2011-05-11 07:52:00,6.0,3.5419981
506,2011-05-11 07:52:03,7.0,3.5419981
507,2011-05-11 07:52:07,6.0,3.5419981
508,2011-05-11 07:52:10,7.0,3.5419981
509,2011-05-11 07:52:19,7.0,3.5419981
510,2011-05-11 07:52:22,7.0,3.5419981
511,2011-05-11 07:52:26,7.0,3.5419981
512,2011-05-11 07:52:29,7.0,3.5419981
513,2011-05-11 07:52:33,7.0,3.5419981
514,2011-05-11 07:52:36,7.0,3.5419981
515,2011-05-11 07:52:40,7.0,3.5419981
516,2011-05-11 07:52:43,7.0,3.5419981
517,2011-05-11 07:52:46,7.0,3.5419981
518,2011-05-11 07:52:50,7.0,3.5419981
519,2011-05-11 07:52:53,7.0,3.5419981
520,2011-05-11 07:52:57,7.0,3.5419981
521,2011-05-11 07:53:00,7.0,3.5419981
522,2011-05-11 07:53:04,6.0,3.5419981
523,2011-05-11 07:53:07,7.0,3.5419981
524,2011-05-11 07:53:16,7.0,3.5419981
525,2011-05-11 07:53:20,7.0,3.5419981
526,2011-05-11 07:53:23,7.0,3.5419981
527,2011-05-11 07:53:27,7.0,3.5419981
528,2011-05-11 07:53:30,7.0,3.5419981
529,2011-05-11 07:53:33,7.0,3.5419981
530,2011-05-11 07:53:37,7.0,3.5419981
531,2011-05-11 07:53:40,7.0,3.5419981
532,2011-05-11 07:53:44,7.0,3.5419981
533,2011-05-11 07:53:47,6.0,3.5419981
534,2011-05-11 07:53:50,7.0,3.5419981
535,2011-05-11 07:53:54,7.0,3.5419981
536,2011-05-11 07:53:57,7.0,3.5419981
537,2011-05-11 07:54:01,7.0,3.5419981
538,2011-05-11 07:54:04,7.0,3.5419981
539,2011-05-11 07:54:08,7.0,3.5419981
540,2011-05-11 07:54:16,7.0,3.5419981
541,2011-05-11 07:54:20,7.0,3.5419981
542,2011-05-11 07:54:23,6.0,3.5419981
543,2011-05-11 07:54:27,7.0,3.5419981
544,2011-05-11 07:54:30,7.0,3.5419981
545,2011-05-11 07:54:34,7.0,3.5419981
546,2011-05-11 07:54:37,7.0,3.5419981
547,2011-05-11 07:54:41,7.0,3.5419981
548,2011-05-11 07:54:44,7.0,3.5419981
549,2011-05-11 07:54:48,7.0,3.5419981
550,2011-05-11 07:54:51,7.0,3.5419981
551,2011-05-11 07:54:54,7.0,3.5419981
552,2011-05-11 07:54:58,7.0,3.5419981
553,2011-05-11 07:55:01,7.0,3.5419981
554,2011-05-11 07:55:05,7.0,3.5419981
555,2011-05-11 07:55:08,6.0,3.5419981
556,2011-05-11 07:55:17,6.0,3.5419981
557,2011-05-11 07:55:20,7.0,3.5419981
558,2011-05-11 07:55:24,7.0,3.5419981
